id,case,family,color,giver,arm,query,top_id,top_text,swap_target,original_target,swap_correct,original_correct,invalid,swap_probability,original_probability,word_logits,word_probabilities,source_measurement,output_cache_sha256,continuation_cache_sha256
J07_g1_c0_recipient/residual_donor/initial_recipient,J07_g1_c0_recipient,J07,red,Susan,residual_donor,initial_recipient,262, the,Susan,Joseph,0,0,1,0.004924310913837721,0.03863177390154791,"{""Joseph"": -99.56204223632812, ""Susan"": -101.62193298339844, ""red"": -106.88838195800781, ""blue"": -108.7984848022461}","{""Joseph"": 0.03863177390154791, ""Susan"": 0.004924310913837721, ""red"": 2.541884055603993e-05, ""blue"": 3.763644647275303e-06}",J07_g1_c0_recipient/donor,43d261864740e820cae0eb26182862582ed03288f6a5a212beab85402da0d5ac,43d261864740e820cae0eb26182862582ed03288f6a5a212beab85402da0d5ac
J07_g1_c0_recipient/prefix_donor/initial_recipient,J07_g1_c0_recipient,J07,red,Susan,prefix_donor,initial_recipient,262, the,Susan,Joseph,0,0,1,0.006145197546508824,0.03667689619221005,"{""Joseph"": -98.51913452148438, ""Susan"": -100.30561065673828, ""red"": -105.7380142211914, ""blue"": -107.75228118896484}","{""Joseph"": 0.03667689619221005, ""Susan"": 0.006145197546508824, ""red"": 2.6870327330254907e-05, ""blue"": 3.5849898283835974e-06}",J07_g0_c0_recipient/none,075c2aeabb0f1ecff0746077cb5d9acb086934ec4465ff6b5f643961c7a703eb,075c2aeabb0f1ecff0746077cb5d9acb086934ec4465ff6b5f643961c7a703eb
J07_g1_c0_recipient/internal_restore_upper/initial_recipient,J07_g1_c0_recipient,J07,red,Susan,internal_restore_upper,initial_recipient,262, the,Susan,Joseph,0,0,1,0.0006352270734082417,0.07230271290279042,"{""Joseph"": -102.08206176757812, ""Susan"": -106.81669616699219, ""red"": -109.71590423583984, ""blue"": -111.6209487915039}","{""Joseph"": 0.07230271290279042, ""Susan"": 0.0006352270734082417, ""red"": 3.497992977600256e-05, ""blue"": 5.205573645043866e-06}",J07_g1_c0_recipient/d6_internal,919d6387696d858c18622f1314c9f05fccaab833556376ea998bef82252aac42,8267087cc902e47038e39fd3fb62cdcf1366c444ef8ad3ca1b937d37864004c6
J07_g1_c0_recipient/internal_restore_lower/initial_recipient,J07_g1_c0_recipient,J07,red,Susan,internal_restore_lower,initial_recipient,262, the,Susan,Joseph,0,0,1,0.0006352270734082417,0.07230271290279042,"{""Joseph"": -102.08206176757812, ""Susan"": -106.81669616699219, ""red"": -109.71590423583984, ""blue"": -111.6209487915039}","{""Joseph"": 0.07230271290279042, ""Susan"": 0.0006352270734082417, ""red"": 3.497992977600256e-05, ""blue"": 5.205573645043866e-06}",J07_g1_c0_recipient/d6_internal,919d6387696d858c18622f1314c9f05fccaab833556376ea998bef82252aac42,919d6387696d858c18622f1314c9f05fccaab833556376ea998bef82252aac42
J07_g1_c1_recipient/no_edit/initial_recipient,J07_g1_c1_recipient,J07,blue,Susan,no_edit,initial_recipient,262, the,Susan,Joseph,0,0,1,0.0019514309538124115,0.03383329277963057,"{""Joseph"": -108.33113098144531, ""Susan"": -111.18401336669922, ""red"": -115.38021850585938, ""blue"": -117.06732177734375}","{""Joseph"": 0.03383329277963057, ""Susan"": 0.0019514309538124115, ""red"": 2.9374092129281204e-05, ""blue"": 5.435816798885807e-06}",J07_g1_c1_recipient/none,9bde2a57e563420bc400e84a527dff93314943a9b54159258a5152eec30834ab,9bde2a57e563420bc400e84a527dff93314943a9b54159258a5152eec30834ab
J07_g1_c1_recipient/internal/initial_recipient,J07_g1_c1_recipient,J07,blue,Susan,internal,initial_recipient,262, the,Susan,Joseph,0,0,1,0.0004932847444852993,0.09333880767437752,"{""Joseph"": -105.47733306884766, ""Susan"": -110.7202377319336, ""red"": -113.35073852539062, ""blue"": -115.03601837158203}","{""Joseph"": 0.09333880767437752, ""Susan"": 0.0004932847444852993, ""red"": 3.553740447167431e-05, ""blue"": 6.588369797239385e-06}",J07_g1_c1_recipient/d6_internal,20c04e6783a825caea8307e8bcd784341a4879228bd9a4c634749004253a49a8,20c04e6783a825caea8307e8bcd784341a4879228bd9a4c634749004253a49a8
J07_g1_c1_recipient/task/initial_recipient,J07_g1_c1_recipient,J07,blue,Susan,task,initial_recipient,262, the,Susan,Joseph,0,0,1,0.003647011288817431,0.00980753100942168,"{""Joseph"": -108.76726531982422, ""Susan"": -109.75650787353516, ""red"": -114.76631927490234, ""blue"": -116.41575622558594}","{""Joseph"": 0.00980753100942168, ""Susan"": 0.003647011288817431, ""red"": 2.4333448486902332e-05, ""blue"": 4.6758685618913635e-06}",J07_g1_c1_recipient/d6_task,c7363ac45695fc685898797ebb7965f3566ed0c4e74fdbabbd97d60d9de09fa9,c7363ac45695fc685898797ebb7965f3566ed0c4e74fdbabbd97d60d9de09fa9
J07_g1_c1_recipient/yoked/initial_recipient,J07_g1_c1_recipient,J07,blue,Susan,yoked,initial_recipient,607, her,Susan,Joseph,0,0,1,0.009663135891587824,0.0020510686430365932,"{""Joseph"": -104.72938537597656, ""Susan"": -103.17942810058594, ""red"": -109.5302963256836, ""blue"": -110.96163940429688}","{""Joseph"": 0.0020510686430365932, ""Susan"": 0.009663135891587824, ""red"": 1.6864406486804404e-05, ""blue"": 4.030386178403768e-06}",J07_g1_c1_recipient/d6_yoked,24594dfb1dae633a7a4e93c1204e4ca6296b23052c2577ed7203b984d7661e47,24594dfb1dae633a7a4e93c1204e4ca6296b23052c2577ed7203b984d7661e47
J07_g1_c1_recipient/supervised_ridge/initial_recipient,J07_g1_c1_recipient,J07,blue,Susan,supervised_ridge,initial_recipient,262, the,Susan,Joseph,0,0,1,0.005619644435186698,0.013068557169562213,"{""Joseph"": -106.8621826171875, ""Susan"": -107.70612335205078, ""red"": -113.32770538330078, ""blue"": -114.98451232910156}","{""Joseph"": 0.013068557169562213, ""Susan"": 0.005619644435186698, ""red"": 2.0336995012533077e-05, ""blue"": 3.879222302617116e-06}",J07_g1_c1_recipient/d6_ridge,75838c89a9996ad3d608c57980d74ba87daa79e88d38cfd6c796f243a9b35a88,75838c89a9996ad3d608c57980d74ba87daa79e88d38cfd6c796f243a9b35a88
J07_g1_c1_recipient/reflection/initial_recipient,J07_g1_c1_recipient,J07,blue,Susan,reflection,initial_recipient,262, the,Susan,Joseph,0,0,1,0.00687815684828808,0.01625308378077828,"{""Joseph"": -107.41919708251953, ""Susan"": -108.27912902832031, ""red"": -114.06214904785156, ""blue"": -115.75634765625}","{""Joseph"": 0.01625308378077828, ""Susan"": 0.00687815684828808, ""red"": 2.1180606505886973e-05, ""blue"": 3.891860679885478e-06}",J07_g1_c1_recipient/reflection,041366fe8f140d8ab6dd74eab1a08dc5d07c1bbe01fbdb087d92d5f3144168d1,041366fe8f140d8ab6dd74eab1a08dc5d07c1bbe01fbdb087d92d5f3144168d1
J07_g1_c1_recipient/residual_donor/initial_recipient,J07_g1_c1_recipient,J07,blue,Susan,residual_donor,initial_recipient,262, the,Susan,Joseph,0,0,1,0.004900384931097302,0.040860793050363664,"{""Joseph"": -103.38421630859375, ""Susan"": -105.50507354736328, ""red"": -110.9089584350586, ""blue"": -112.56417846679688}","{""Joseph"": 0.040860793050363664, ""Susan"": 0.004900384931097302, ""red"": 2.2047167832762466e-05, ""blue"": 4.212111723411641e-06}",J07_g1_c1_recipient/donor,a4a15a88c53735411dfc6d6d7290e02818bbb537acfc2dd7e138cd84f2e12e60,a4a15a88c53735411dfc6d6d7290e02818bbb537acfc2dd7e138cd84f2e12e60
J07_g1_c1_recipient/prefix_donor/initial_recipient,J07_g1_c1_recipient,J07,blue,Susan,prefix_donor,initial_recipient,262, the,Susan,Joseph,0,0,1,0.005198885498032327,0.04392506473499515,"{""Joseph"": -103.55138397216797, ""Susan"": -105.6854248046875, ""red"": -111.17398071289062, ""blue"": -112.89803314208984}","{""Joseph"": 0.04392506473499515, ""Susan"": 0.005198885498032327, ""red"": 2.1491202086206e-05, ""blue"": 3.832783175223689e-06}",J07_g0_c1_recipient/none,db671bb233ab9dcff493d9c8f29b3ec5069e301a01cf97b8b13de9596f20de47,db671bb233ab9dcff493d9c8f29b3ec5069e301a01cf97b8b13de9596f20de47
J07_g1_c1_recipient/internal_restore_upper/initial_recipient,J07_g1_c1_recipient,J07,blue,Susan,internal_restore_upper,initial_recipient,262, the,Susan,Joseph,0,0,1,0.0004932847444852993,0.09333880767437752,"{""Joseph"": -105.47733306884766, ""Susan"": -110.7202377319336, ""red"": -113.35073852539062, ""blue"": -115.03601837158203}","{""Joseph"": 0.09333880767437752, ""Susan"": 0.0004932847444852993, ""red"": 3.553740447167431e-05, ""blue"": 6.588369797239385e-06}",J07_g1_c1_recipient/d6_internal,20c04e6783a825caea8307e8bcd784341a4879228bd9a4c634749004253a49a8,9bde2a57e563420bc400e84a527dff93314943a9b54159258a5152eec30834ab
J07_g1_c1_recipient/internal_restore_lower/initial_recipient,J07_g1_c1_recipient,J07,blue,Susan,internal_restore_lower,initial_recipient,262, the,Susan,Joseph,0,0,1,0.0004932847444852993,0.09333880767437752,"{""Joseph"": -105.47733306884766, ""Susan"": -110.7202377319336, ""red"": -113.35073852539062, ""blue"": -115.03601837158203}","{""Joseph"": 0.09333880767437752, ""Susan"": 0.0004932847444852993, ""red"": 3.553740447167431e-05, ""blue"": 6.588369797239385e-06}",J07_g1_c1_recipient/d6_internal,20c04e6783a825caea8307e8bcd784341a4879228bd9a4c634749004253a49a8,20c04e6783a825caea8307e8bcd784341a4879228bd9a4c634749004253a49a8
