id,case,family,color,giver,arm,query,top_id,top_text,swap_target,original_target,swap_correct,original_correct,invalid,swap_probability,original_probability,word_logits,word_probabilities,input_cache_sha256,suffix_ids,output_cache_sha256,max_logit_change_vs_unedited
J05_g0_c0_recipient/reflection/later_giver,J05_g0_c0_recipient,J05,red,Joseph,reflection,later_giver,257, a,Susan,Joseph,0,0,1,0.007160025573283104,0.1102273697148141,"{""Joseph"": -109.69088745117188, ""Susan"": -112.42491912841797, ""red"": -116.8712387084961, ""blue"": -117.8744125366211}","{""Joseph"": 0.1102273697148141, ""Susan"": 0.007160025573283104, ""red"": 8.392715762968351e-05, ""blue"": 3.0777239004617726e-05}",48faa4ccfaf60f83e0c06ecdfcd1f64ec7b74ae6779af03a67d6addeafee7fc7,"[2130, 13, 383, 308, 1428, 373]",0ef97d5d5c7b9ebf3fb64d5d2be10e3ed9783933433c25666f8cb9fa7c5df131,0.4768524169921875
J05_g0_c0_recipient/reflection/later_color,J05_g0_c0_recipient,J05,red,Joseph,reflection,later_color,2266, red,red,red,1,1,0,0.05789546096901854,0.05789546096901854,"{""Joseph"": -120.75636291503906, ""Susan"": -123.36164855957031, ""red"": -117.11805725097656, ""blue"": -118.2538070678711}","{""Joseph"": 0.0015224689451596182, ""Susan"": 0.00011248309656241619, ""red"": 0.05789546096901854, ""blue"": 0.01859493385615778}",48faa4ccfaf60f83e0c06ecdfcd1f64ec7b74ae6779af03a67d6addeafee7fc7,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",d533da56ca065d0202eec80603ffeb43fae006826fe1f6852179a1317c704b69,0.193817138671875
J05_g0_c0_recipient/residual_donor/later_giver,J05_g0_c0_recipient,J05,red,Joseph,residual_donor,later_giver,257, a,Susan,Joseph,0,0,1,0.006834410657672712,0.11419453824007122,"{""Joseph"": -109.8856430053711, ""Susan"": -112.70157623291016, ""red"": -117.12084197998047, ""blue"": -118.0971908569336}","{""Joseph"": 0.11419453824007122, ""Susan"": 0.006834410657672712, ""red"": 8.230729757637639e-05, ""blue"": 3.1003834712210045e-05}",19ff325aabbefc2c3382e970a1cdc106d1c57e0e9cfd455dd3de75b3fd86696b,"[2130, 13, 383, 308, 1428, 373]",5fab8126370c2b0dfd7abcccc6eab3c35d4b58bb03ae4b0b4a7be7d7ef26ab15,0.2569732666015625
J05_g0_c0_recipient/residual_donor/later_color,J05_g0_c0_recipient,J05,red,Joseph,residual_donor,later_color,2266, red,red,red,1,1,0,0.058276840288020985,0.058276840288020985,"{""Joseph"": -120.94895935058594, ""Susan"": -123.52301788330078, ""red"": -117.21416473388672, ""blue"": -118.32697296142578}","{""Joseph"": 0.0013915387470158577, ""Susan"": 0.00010607081036176419, ""red"": 0.058276840288020985, ""blue"": 0.019151796749378083}",19ff325aabbefc2c3382e970a1cdc106d1c57e0e9cfd455dd3de75b3fd86696b,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",e48c5079571e2df9e8a8f31e3d3b00db20e4581e884c416bdb60560595c09b83,0.317657470703125
J05_g0_c0_recipient/prefix_donor/later_giver,J05_g0_c0_recipient,J05,red,Joseph,prefix_donor,later_giver,7212, Joseph,Susan,Joseph,0,1,0,0.005927840216807977,0.14502670955086816,"{""Joseph"": -109.06614685058594, ""Susan"": -112.2634048461914, ""red"": -116.5904541015625, ""blue"": -117.37003326416016}","{""Joseph"": 0.14502670955086816, ""Susan"": 0.005927840216807977, ""red"": 7.828577843063588e-05, ""blue"": 3.5901777064181136e-05}",68406744e94526cfb40253dfd2d5fd51605cfc0d2747dcb70280a23bedb535a9,"[2130, 13, 383, 308, 1428, 373]",ba4588ab079494246075778d7c0ddda217e59c6e6cdadb902b02623af93a8a26,1.6385498046875
J05_g0_c0_recipient/prefix_donor/later_color,J05_g0_c0_recipient,J05,red,Joseph,prefix_donor,later_color,2266, red,red,red,1,1,0,0.05327001494491575,0.05327001494491575,"{""Joseph"": -121.54645538330078, ""Susan"": -122.91972351074219, ""red"": -117.43328094482422, ""blue"": -118.564453125}","{""Joseph"": 0.0008712721996544377, ""Susan"": 0.00022067395921906345, ""red"": 0.05327001494491575, ""blue"": 0.017187827354121787}",68406744e94526cfb40253dfd2d5fd51605cfc0d2747dcb70280a23bedb535a9,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",c49568de62498226db383f309607460e5ad1ccea49deedcdc96c06d6dd63bbbc,0.9917221069335938
J05_g0_c0_recipient/internal_restore_upper/later_giver,J05_g0_c0_recipient,J05,red,Joseph,internal_restore_upper,later_giver,257, a,Susan,Joseph,0,0,1,0.007277206692937632,0.10705368810100852,"{""Joseph"": -110.06587219238281, ""Susan"": -112.75445556640625, ""red"": -117.22135162353516, ""blue"": -118.23036193847656}","{""Joseph"": 0.10705368810100852, ""Susan"": 0.007277206692937632, ""red"": 8.356345759367057e-05, ""blue"": 3.0465533622446686e-05}",8a0a738e1dd143f207e21b30a31e6afe575fa5dc01ab295fe9ad055f1d54f627,"[2130, 13, 383, 308, 1428, 373]",c3554f9df2e4ffa025ea633d1b0b9a5c0d1bdd16e4cd6cad990b33c9220e83d1,0.0
J05_g0_c0_recipient/internal_restore_upper/later_color,J05_g0_c0_recipient,J05,red,Joseph,internal_restore_upper,later_color,2266, red,red,red,1,1,0,0.05819366798574957,0.05819366798574957,"{""Joseph"": -120.70465087890625, ""Susan"": -123.28370666503906, ""red"": -117.07511138916016, ""blue"": -118.2215576171875}","{""Joseph"": 0.0015437847967989878, ""Susan"": 0.00011708926052809785, ""red"": 0.05819366798574957, ""blue"": 0.018491854231272573}",8a0a738e1dd143f207e21b30a31e6afe575fa5dc01ab295fe9ad055f1d54f627,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",b6146c33ca82a34a8966061772248e6efa08cdb7485adfbf510d3a42700a09d4,0.0
J05_g0_c0_recipient/internal_restore_lower/later_giver,J05_g0_c0_recipient,J05,red,Joseph,internal_restore_lower,later_giver,257, a,Susan,Joseph,0,0,1,0.006986699309988733,0.11665451206215662,"{""Joseph"": -110.1160659790039, ""Susan"": -112.9312744140625, ""red"": -117.36136627197266, ""blue"": -118.38206481933594}","{""Joseph"": 0.11665451206215662, ""Susan"": 0.006986699309988733, ""red"": 8.323531060288874e-05, ""blue"": 2.99932728059123e-05}",22788372eebb50638e747574c37fe6220a92829753e7d1692d5fe9391a5adb11,"[2130, 13, 383, 308, 1428, 373]",a6d555eaa780448db3c7eb549d7483e651f173f730b055331e9c97296c5d9c7b,0.359710693359375
J05_g0_c0_recipient/internal_restore_lower/later_color,J05_g0_c0_recipient,J05,red,Joseph,internal_restore_lower,later_color,2266, red,red,red,1,1,0,0.05976280048477924,0.05976280048477924,"{""Joseph"": -121.11092376708984, ""Susan"": -123.64862060546875, ""red"": -117.3313980102539, ""blue"": -118.46976470947266}","{""Joseph"": 0.0013645949505615958, ""Susan"": 0.00010786884442741543, ""red"": 0.05976280048477924, ""blue"": 0.019144523635703185}",22788372eebb50638e747574c37fe6220a92829753e7d1692d5fe9391a5adb11,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",8027c940f9a2bb4b483009c209e8de320c2e65242eaf08ba5bb7c9429dd57d11,0.42887115478515625
J05_g0_c1_recipient/no_edit/later_giver,J05_g0_c1_recipient,J05,blue,Joseph,no_edit,later_giver,257, a,Susan,Joseph,0,0,1,0.007796345143212915,0.10433065908640701,"{""Joseph"": -110.75727844238281, ""Susan"": -113.35118865966797, ""red"": -117.82743835449219, ""blue"": -118.46844482421875}","{""Joseph"": 0.10433065908640701, ""Susan"": 0.007796345143212915, ""red"": 8.869119672603655e-05, ""blue"": 4.6719151031033225e-05}",6df230611de3daa3f98d26a6c4b56639b214a338ba4193eff23cd694da63256c,"[2130, 13, 383, 308, 1428, 373]",24a249b916538e024533360561ded1589181b47cafe352ed9fbf076e9c69585c,0.0
J05_g0_c1_recipient/no_edit/later_color,J05_g0_c1_recipient,J05,blue,Joseph,no_edit,later_color,257, a,blue,blue,0,0,1,0.03505184043745518,0.03505184043745518,"{""Joseph"": -118.7239990234375, ""Susan"": -121.30824279785156, ""red"": -115.68773651123047, ""blue"": -115.99152374267578}","{""Joseph"": 0.0022804045016955664, ""Susan"": 0.0001720636290640884, ""red"": 0.047494568278100946, ""blue"": 0.03505184043745518}",6df230611de3daa3f98d26a6c4b56639b214a338ba4193eff23cd694da63256c,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",1348cb2f40571da2f8b31f555333ea8e9260103fa8ad240bb326278b345a48a4,0.0
J05_g0_c1_recipient/internal/later_giver,J05_g0_c1_recipient,J05,blue,Joseph,internal,later_giver,257, a,Susan,Joseph,0,0,1,0.007799626738143964,0.11650400742906247,"{""Joseph"": -110.43065643310547, ""Susan"": -113.13450622558594, ""red"": -117.62096405029297, ""blue"": -118.23046875}","{""Joseph"": 0.11650400742906247, ""Susan"": 0.007799626738143964, ""red"": 8.782738312766501e-05, ""blue"": 4.774472707280445e-05}",1133a47c801adf71e43c0cb5614746366536abf610515e14bfcfee6fdc1d9d1d,"[2130, 13, 383, 308, 1428, 373]",1263e96a4ba45cffa5e5a983e14b6f6d780a4e25bca0e84c5e1278c69114503c,0.36963653564453125
J05_g0_c1_recipient/internal/later_color,J05_g0_c1_recipient,J05,blue,Joseph,internal,later_color,2266, red,blue,blue,0,0,0,0.03388926934056356,0.03388926934056356,"{""Joseph"": -118.68671417236328, ""Susan"": -121.31853485107422, ""red"": -115.67662048339844, ""blue"": -116.01219177246094}","{""Joseph"": 0.0023363176259802625, ""Susan"": 0.00016809186173726064, ""red"": 0.04740225089043521, ""blue"": 0.03388926934056356}",1133a47c801adf71e43c0cb5614746366536abf610515e14bfcfee6fdc1d9d1d,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",af216790cd73b7aad093fef9ce8512492965d4eebc8f6041afd32736612003b6,0.278564453125
J05_g0_c1_recipient/task/later_giver,J05_g0_c1_recipient,J05,blue,Joseph,task,later_giver,257, a,Susan,Joseph,0,0,1,0.007659150549082171,0.09948995276609715,"{""Joseph"": -110.48004150390625, ""Susan"": -113.04419708251953, ""red"": -117.4504623413086, ""blue"": -118.06362915039062}","{""Joseph"": 0.09948995276609715, ""Susan"": 0.007659150549082171, ""red"": 9.344668908021128e-05, ""blue"": 5.0613801414948616e-05}",5ed2aa8b87eb05208cf508a21171782491b2f779500b2fa85bbf40592aa635f2,"[2130, 13, 383, 308, 1428, 373]",4700b72a05cb4a5f57de48f59abfb0ba2321cbf54cf5e90547843eb7d3162e02,0.4492950439453125
J05_g0_c1_recipient/task/later_color,J05_g0_c1_recipient,J05,blue,Joseph,task,later_color,257, a,blue,blue,0,0,1,0.03436233834372808,0.03436233834372808,"{""Joseph"": -119.42643737792969, ""Susan"": -121.99881744384766, ""red"": -116.447021484375, ""blue"": -116.75044250488281}","{""Joseph"": 0.0023654452627403476, ""Susan"": 0.00018061026705437042, ""red"": 0.046543258457434476, ""blue"": 0.03436233834372808}",5ed2aa8b87eb05208cf508a21171782491b2f779500b2fa85bbf40592aa635f2,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",6be288c32dd142426d6d67594a93b1f82bcc84e3b486a966e74608c76cd28e35,0.9019622802734375
J05_g0_c1_recipient/yoked/later_giver,J05_g0_c1_recipient,J05,blue,Joseph,yoked,later_giver,257, a,Susan,Joseph,0,0,1,0.007893261636198058,0.11123435932961445,"{""Joseph"": -110.33089447021484, ""Susan"": -112.97652435302734, ""red"": -117.44390869140625, ""blue"": -118.03111267089844}","{""Joseph"": 0.11123435932961445, ""Susan"": 0.007893261636198058, ""red"": 9.059331085110532e-05, ""blue"": 5.035895201877067e-05}",5073c82c130a08416aa969e6812cc0a37c4beac5e37209d83538b08905cb73e9,"[2130, 13, 383, 308, 1428, 373]",7c5d26864392489bdabe636a7ee64a50dacca9434689856e998f60ef31c54b6a,0.5267333984375
J05_g0_c1_recipient/yoked/later_color,J05_g0_c1_recipient,J05,blue,Joseph,yoked,later_color,257, a,blue,blue,0,0,1,0.03398410202630378,0.03398410202630378,"{""Joseph"": -118.85831451416016, ""Susan"": -121.45008850097656, ""red"": -115.89031219482422, ""blue"": -116.20104217529297}","{""Joseph"": 0.0023836203537510514, ""Susan"": 0.0001785023526241284, ""red"": 0.04636861401523641, ""blue"": 0.03398410202630378}",5073c82c130a08416aa969e6812cc0a37c4beac5e37209d83538b08905cb73e9,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",6a7d06db73f2fcb7fca8fe9f310366f27afca85f83cad70baad0f81e740fb7d6,0.4233551025390625
J05_g0_c1_recipient/supervised_ridge/later_giver,J05_g0_c1_recipient,J05,blue,Joseph,supervised_ridge,later_giver,257, a,Susan,Joseph,0,0,1,0.007937800339469496,0.11919556350757952,"{""Joseph"": -110.4377212524414, ""Susan"": -113.1468505859375, ""red"": -117.6744384765625, ""blue"": -118.2811508178711}","{""Joseph"": 0.11919556350757952, ""Susan"": 0.007937800339469496, ""red"": 8.578151924714475e-05, ""blue"": 4.67629512098287e-05}",8f7d12e1b3a2f57531241226f8362fda9bc242ef14e92f11f7a0d5656fb2f1c9,"[2130, 13, 383, 308, 1428, 373]",92721297e559821b06a5d24e6702859f91b2c02f2f74ed4c5b63d0605049cf46,0.38006591796875
J05_g0_c1_recipient/supervised_ridge/later_color,J05_g0_c1_recipient,J05,blue,Joseph,supervised_ridge,later_color,257, a,blue,blue,0,0,1,0.033247325109513746,0.033247325109513746,"{""Joseph"": -118.79215240478516, ""Susan"": -121.43251037597656, ""red"": -115.810791015625, ""blue"": -116.14366912841797}","{""Joseph"": 0.002352529282189668, ""Susan"": 0.00016781939098454188, ""red"": 0.04637926242459371, ""blue"": 0.033247325109513746}",8f7d12e1b3a2f57531241226f8362fda9bc242ef14e92f11f7a0d5656fb2f1c9,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",a2644817f43740c2e48254da4f8d9558e0bd868d74586f6628b1fee0b8c81ccf,0.2649688720703125
J05_g0_c1_recipient/reflection/later_giver,J05_g0_c1_recipient,J05,blue,Joseph,reflection,later_giver,257, a,Susan,Joseph,0,0,1,0.007438763031864571,0.11373744592160544,"{""Joseph"": -110.87826538085938, ""Susan"": -113.60545349121094, ""red"": -118.0340805053711, ""blue"": -118.64521789550781}","{""Joseph"": 0.11373744592160544, ""Susan"": 0.007438763031864571, ""red"": 8.87508353482971e-05, ""blue"": 4.816802651107443e-05}",db492242c256639dedfa3386a761e863b6ddaa6e923d15f0925b1c04d07f5c2e,"[2130, 13, 383, 308, 1428, 373]",b41378a16d2fdbce11669989e3050f8ce6a953c1b2438750e5d8642ad1d15341,0.3269805908203125
J05_g0_c1_recipient/reflection/later_color,J05_g0_c1_recipient,J05,blue,Joseph,reflection,later_color,257, a,blue,blue,0,0,1,0.03450677191517671,0.03450677191517671,"{""Joseph"": -119.26060485839844, ""Susan"": -121.87957000732422, ""red"": -116.26656341552734, ""blue"": -116.58446502685547}","{""Joseph"": 0.002375043517861693, ""Susan"": 0.0001730889961236591, ""red"": 0.04742062229023498, ""blue"": 0.03450677191517671}",db492242c256639dedfa3386a761e863b6ddaa6e923d15f0925b1c04d07f5c2e,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",50e4ef91ae0090dd9618e432f7d559eeed3703b2b2f2d9444ddb69a356ec50bd,0.8251190185546875
J05_g0_c1_recipient/residual_donor/later_giver,J05_g0_c1_recipient,J05,blue,Joseph,residual_donor,later_giver,257, a,Susan,Joseph,0,0,1,0.0072149733156789166,0.11278886556117183,"{""Joseph"": -110.97894287109375, ""Susan"": -113.72830200195312, ""red"": -118.10584259033203, ""blue"": -118.71656036376953}","{""Joseph"": 0.11278886556117183, ""Susan"": 0.0072149733156789166, ""red"": 9.05926590992516e-05, ""blue"": 4.918828133766616e-05}",3a9594f6b93fe5f4924f8f2d33872e1556cab21b9583a65f0651c045edf5de25,"[2130, 13, 383, 308, 1428, 373]",76fffa4f20ac1b28ca8253a999fba40cc172b696ff1fabfa6e7cee7a15f569a9,0.4301910400390625
J05_g0_c1_recipient/residual_donor/later_color,J05_g0_c1_recipient,J05,blue,Joseph,residual_donor,later_color,257, a,blue,blue,0,0,1,0.03391906507873579,0.03391906507873579,"{""Joseph"": -118.59263610839844, ""Susan"": -121.22586059570312, ""red"": -115.57487487792969, ""blue"": -115.91474914550781}","{""Joseph"": 0.0023305173582935236, ""Susan"": 0.00016743933001624385, ""red"": 0.047648517416401096, ""blue"": 0.03391906507873579}",3a9594f6b93fe5f4924f8f2d33872e1556cab21b9583a65f0651c045edf5de25,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",18b1fd57b6b5e819cf652195cbe1bbfcaa71b6e6810fa7a72698064ad4c1c365,0.3593292236328125
J05_g0_c1_recipient/prefix_donor/later_giver,J05_g0_c1_recipient,J05,blue,Joseph,prefix_donor,later_giver,7212, Joseph,Susan,Joseph,0,1,0,0.006600682038744619,0.153119084948785,"{""Joseph"": -109.56293487548828, ""Susan"": -112.70697784423828, ""red"": -117.11857604980469, ""blue"": -117.54975891113281}","{""Joseph"": 0.153119084948785, ""Susan"": 0.006600682038744619, ""red"": 8.010434171696013e-05, ""blue"": 5.204700200236718e-05}",f7f9d484f42e81448192f990937b4aa7fbdde82aa1035ac0c03e29b347e29d66,"[2130, 13, 383, 308, 1428, 373]",bd539f11f829589333c243f33a6082bdc40c0550241848d00ce5132f163537d3,1.727020263671875
J05_g0_c1_recipient/prefix_donor/later_color,J05_g0_c1_recipient,J05,blue,Joseph,prefix_donor,later_color,257, a,blue,blue,0,0,1,0.027192482366580156,0.027192482366580156,"{""Joseph"": -120.30182647705078, ""Susan"": -121.88555145263672, ""red"": -117.09831237792969, ""blue"": -117.39082336425781}","{""Joseph"": 0.001479845127510313, ""Susan"": 0.00030367794309153377, ""red"": 0.0364321467675585, ""blue"": 0.027192482366580156}",f7f9d484f42e81448192f990937b4aa7fbdde82aa1035ac0c03e29b347e29d66,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",076d36cb6c9a44e48821511a635d3c9082939cf858362033d1b9aec058e9a316,1.793548583984375
J05_g0_c1_recipient/internal_restore_upper/later_giver,J05_g0_c1_recipient,J05,blue,Joseph,internal_restore_upper,later_giver,257, a,Susan,Joseph,0,0,1,0.007796345143212915,0.10433065908640701,"{""Joseph"": -110.75727844238281, ""Susan"": -113.35118865966797, ""red"": -117.82743835449219, ""blue"": -118.46844482421875}","{""Joseph"": 0.10433065908640701, ""Susan"": 0.007796345143212915, ""red"": 8.869119672603655e-05, ""blue"": 4.6719151031033225e-05}",6df230611de3daa3f98d26a6c4b56639b214a338ba4193eff23cd694da63256c,"[2130, 13, 383, 308, 1428, 373]",24a249b916538e024533360561ded1589181b47cafe352ed9fbf076e9c69585c,0.0
J05_g0_c1_recipient/internal_restore_upper/later_color,J05_g0_c1_recipient,J05,blue,Joseph,internal_restore_upper,later_color,257, a,blue,blue,0,0,1,0.03505184043745518,0.03505184043745518,"{""Joseph"": -118.7239990234375, ""Susan"": -121.30824279785156, ""red"": -115.68773651123047, ""blue"": -115.99152374267578}","{""Joseph"": 0.0022804045016955664, ""Susan"": 0.0001720636290640884, ""red"": 0.047494568278100946, ""blue"": 0.03505184043745518}",6df230611de3daa3f98d26a6c4b56639b214a338ba4193eff23cd694da63256c,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",1348cb2f40571da2f8b31f555333ea8e9260103fa8ad240bb326278b345a48a4,0.0
J05_g0_c1_recipient/internal_restore_lower/later_giver,J05_g0_c1_recipient,J05,blue,Joseph,internal_restore_lower,later_giver,257, a,Susan,Joseph,0,0,1,0.007799626738143964,0.11650400742906247,"{""Joseph"": -110.43065643310547, ""Susan"": -113.13450622558594, ""red"": -117.62096405029297, ""blue"": -118.23046875}","{""Joseph"": 0.11650400742906247, ""Susan"": 0.007799626738143964, ""red"": 8.782738312766501e-05, ""blue"": 4.774472707280445e-05}",1133a47c801adf71e43c0cb5614746366536abf610515e14bfcfee6fdc1d9d1d,"[2130, 13, 383, 308, 1428, 373]",1263e96a4ba45cffa5e5a983e14b6f6d780a4e25bca0e84c5e1278c69114503c,0.36963653564453125
J05_g0_c1_recipient/internal_restore_lower/later_color,J05_g0_c1_recipient,J05,blue,Joseph,internal_restore_lower,later_color,2266, red,blue,blue,0,0,0,0.03388926934056356,0.03388926934056356,"{""Joseph"": -118.68671417236328, ""Susan"": -121.31853485107422, ""red"": -115.67662048339844, ""blue"": -116.01219177246094}","{""Joseph"": 0.0023363176259802625, ""Susan"": 0.00016809186173726064, ""red"": 0.04740225089043521, ""blue"": 0.03388926934056356}",1133a47c801adf71e43c0cb5614746366536abf610515e14bfcfee6fdc1d9d1d,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",af216790cd73b7aad093fef9ce8512492965d4eebc8f6041afd32736612003b6,0.278564453125
