revision,policy,artifact,family,actual_origins,proposed_origins,gate_revision,truth_allowed,executed,clarified,untrusted_claimed_origins,claimed_origins_used
1,semantic_top_two,n10,paraphrase-public-neural,B,"A,B",1,True,False,False,"B,D",False
1,semantic_top_two,n11,paraphrase-private-astro,C,"C,D",1,False,False,False,"B,D",False
1,semantic_top_two,n12,paraphrase-public-astro,D,"C,D",1,True,False,False,"B,D",False
1,semantic_top_two,n13,mixed-same-topic,"A,B","A,B",1,False,False,False,"B,D",False
1,semantic_top_two,n14,mixed-cross-topic,"B,C","B,D",1,False,True,False,"B,D",False
1,semantic_top_two,n15,public-combination,"B,D","B,D",1,True,True,False,"B,D",False
1,semantic_top_two,n16,private-combination,"A,C","A,C",1,False,False,False,"B,D",False
1,semantic_top_two,n17,deep-derivative,"A,B","A,B",1,False,False,False,"B,D",False
1,semantic_top_two,n18,deep-public-derivative,"B,D","B,D",1,True,True,False,"B,D",False
1,semantic_top_two,n19,unknown-neural-private,A,"A,B",1,False,False,False,"B,D",False
1,semantic_top_two,n20,unknown-neural-public,B,"A,B",1,True,False,False,"B,D",False
1,semantic_top_two,n21,unknown-astro-private,C,"C,D",1,False,False,False,"B,D",False
1,semantic_top_two,n22,unknown-astro-public,D,"C,D",1,True,False,False,"B,D",False
1,semantic_top_two,n23,unknown-ancestor,D,"C,D",1,True,False,False,"B,D",False
1,semantic_top_two,n24,unrelated-vocabulary,"A,B","C,D",1,False,False,False,"B,D",False
1,lineage_stale,n01,pair-neural-summary,A,A,1,False,False,False,"B,D",False
1,lineage_stale,n02,pair-neural-summary,B,B,1,True,True,False,"B,D",False
1,lineage_stale,n03,pair-neural-title,A,A,1,False,False,False,"B,D",False
1,lineage_stale,n04,pair-neural-title,B,B,1,True,True,False,"B,D",False
1,lineage_stale,n05,pair-astro-summary,C,C,1,False,False,False,"B,D",False
1,lineage_stale,n06,pair-astro-summary,D,D,1,True,True,False,"B,D",False
1,lineage_stale,n07,pair-astro-title,C,C,1,False,False,False,"B,D",False
1,lineage_stale,n08,pair-astro-title,D,D,1,True,True,False,"B,D",False
1,lineage_stale,n09,paraphrase-private-neural,A,A,1,False,False,False,"B,D",False
1,lineage_stale,n10,paraphrase-public-neural,B,B,1,True,True,False,"B,D",False
1,lineage_stale,n11,paraphrase-private-astro,C,C,1,False,False,False,"B,D",False
1,lineage_stale,n12,paraphrase-public-astro,D,D,1,True,True,False,"B,D",False
1,lineage_stale,n13,mixed-same-topic,"A,B","A,B",1,False,False,False,"B,D",False
1,lineage_stale,n14,mixed-cross-topic,"B,C","B,C",1,False,False,False,"B,D",False
1,lineage_stale,n15,public-combination,"B,D","B,D",1,True,True,False,"B,D",False
1,lineage_stale,n16,private-combination,"A,C","A,C",1,False,False,False,"B,D",False
1,lineage_stale,n17,deep-derivative,"A,B","A,B",1,False,False,False,"B,D",False
1,lineage_stale,n18,deep-public-derivative,"B,D","B,D",1,True,True,False,"B,D",False
1,lineage_stale,n19,unknown-neural-private,A,UNKNOWN,1,False,False,False,"B,D",False
1,lineage_stale,n20,unknown-neural-public,B,UNKNOWN,1,True,False,False,"B,D",False
1,lineage_stale,n21,unknown-astro-private,C,UNKNOWN,1,False,False,False,"B,D",False
1,lineage_stale,n22,unknown-astro-public,D,UNKNOWN,1,True,False,False,"B,D",False
1,lineage_stale,n23,unknown-ancestor,D,UNKNOWN,1,True,False,False,"B,D",False
1,lineage_stale,n24,unrelated-vocabulary,"A,B","A,B",1,False,False,False,"B,D",False
1,lineage_current,n01,pair-neural-summary,A,A,1,False,False,False,"B,D",False
1,lineage_current,n02,pair-neural-summary,B,B,1,True,True,False,"B,D",False
1,lineage_current,n03,pair-neural-title,A,A,1,False,False,False,"B,D",False
1,lineage_current,n04,pair-neural-title,B,B,1,True,True,False,"B,D",False
1,lineage_current,n05,pair-astro-summary,C,C,1,False,False,False,"B,D",False
1,lineage_current,n06,pair-astro-summary,D,D,1,True,True,False,"B,D",False
1,lineage_current,n07,pair-astro-title,C,C,1,False,False,False,"B,D",False
1,lineage_current,n08,pair-astro-title,D,D,1,True,True,False,"B,D",False
1,lineage_current,n09,paraphrase-private-neural,A,A,1,False,False,False,"B,D",False
1,lineage_current,n10,paraphrase-public-neural,B,B,1,True,True,False,"B,D",False
1,lineage_current,n11,paraphrase-private-astro,C,C,1,False,False,False,"B,D",False
1,lineage_current,n12,paraphrase-public-astro,D,D,1,True,True,False,"B,D",False
1,lineage_current,n13,mixed-same-topic,"A,B","A,B",1,False,False,False,"B,D",False
1,lineage_current,n14,mixed-cross-topic,"B,C","B,C",1,False,False,False,"B,D",False
1,lineage_current,n15,public-combination,"B,D","B,D",1,True,True,False,"B,D",False
1,lineage_current,n16,private-combination,"A,C","A,C",1,False,False,False,"B,D",False
1,lineage_current,n17,deep-derivative,"A,B","A,B",1,False,False,False,"B,D",False
1,lineage_current,n18,deep-public-derivative,"B,D","B,D",1,True,True,False,"B,D",False
1,lineage_current,n19,unknown-neural-private,A,UNKNOWN,1,False,False,False,"B,D",False
1,lineage_current,n20,unknown-neural-public,B,UNKNOWN,1,True,False,False,"B,D",False
1,lineage_current,n21,unknown-astro-private,C,UNKNOWN,1,False,False,False,"B,D",False
1,lineage_current,n22,unknown-astro-public,D,UNKNOWN,1,True,False,False,"B,D",False
1,lineage_current,n23,unknown-ancestor,D,UNKNOWN,1,True,False,False,"B,D",False
1,lineage_current,n24,unrelated-vocabulary,"A,B","A,B",1,False,False,False,"B,D",False
1,lineage_with_clarification,n01,pair-neural-summary,A,A,1,False,False,False,"B,D",False
1,lineage_with_clarification,n02,pair-neural-summary,B,B,1,True,True,False,"B,D",False
1,lineage_with_clarification,n03,pair-neural-title,A,A,1,False,False,False,"B,D",False
1,lineage_with_clarification,n04,pair-neural-title,B,B,1,True,True,False,"B,D",False
1,lineage_with_clarification,n05,pair-astro-summary,C,C,1,False,False,False,"B,D",False
1,lineage_with_clarification,n06,pair-astro-summary,D,D,1,True,True,False,"B,D",False
1,lineage_with_clarification,n07,pair-astro-title,C,C,1,False,False,False,"B,D",False
1,lineage_with_clarification,n08,pair-astro-title,D,D,1,True,True,False,"B,D",False
1,lineage_with_clarification,n09,paraphrase-private-neural,A,A,1,False,False,False,"B,D",False
1,lineage_with_clarification,n10,paraphrase-public-neural,B,B,1,True,True,False,"B,D",False
1,lineage_with_clarification,n11,paraphrase-private-astro,C,C,1,False,False,False,"B,D",False
1,lineage_with_clarification,n12,paraphrase-public-astro,D,D,1,True,True,False,"B,D",False
1,lineage_with_clarification,n13,mixed-same-topic,"A,B","A,B",1,False,False,False,"B,D",False
1,lineage_with_clarification,n14,mixed-cross-topic,"B,C","B,C",1,False,False,False,"B,D",False
1,lineage_with_clarification,n15,public-combination,"B,D","B,D",1,True,True,False,"B,D",False
1,lineage_with_clarification,n16,private-combination,"A,C","A,C",1,False,False,False,"B,D",False
1,lineage_with_clarification,n17,deep-derivative,"A,B","A,B",1,False,False,False,"B,D",False
1,lineage_with_clarification,n18,deep-public-derivative,"B,D","B,D",1,True,True,False,"B,D",False
1,lineage_with_clarification,n19,unknown-neural-private,A,A,1,False,False,True,"B,D",False
1,lineage_with_clarification,n20,unknown-neural-public,B,B,1,True,True,True,"B,D",False
1,lineage_with_clarification,n21,unknown-astro-private,C,UNKNOWN,1,False,False,False,"B,D",False
1,lineage_with_clarification,n22,unknown-astro-public,D,UNKNOWN,1,True,False,False,"B,D",False
1,lineage_with_clarification,n23,unknown-ancestor,D,UNKNOWN,1,True,False,False,"B,D",False
1,lineage_with_clarification,n24,unrelated-vocabulary,"A,B","A,B",1,False,False,False,"B,D",False
1,deny_all,n01,pair-neural-summary,A,UNKNOWN,1,False,False,False,"B,D",False
1,deny_all,n02,pair-neural-summary,B,UNKNOWN,1,True,False,False,"B,D",False
1,deny_all,n03,pair-neural-title,A,UNKNOWN,1,False,False,False,"B,D",False
1,deny_all,n04,pair-neural-title,B,UNKNOWN,1,True,False,False,"B,D",False
1,deny_all,n05,pair-astro-summary,C,UNKNOWN,1,False,False,False,"B,D",False
1,deny_all,n06,pair-astro-summary,D,UNKNOWN,1,True,False,False,"B,D",False
1,deny_all,n07,pair-astro-title,C,UNKNOWN,1,False,False,False,"B,D",False
1,deny_all,n08,pair-astro-title,D,UNKNOWN,1,True,False,False,"B,D",False
1,deny_all,n09,paraphrase-private-neural,A,UNKNOWN,1,False,False,False,"B,D",False
1,deny_all,n10,paraphrase-public-neural,B,UNKNOWN,1,True,False,False,"B,D",False
1,deny_all,n11,paraphrase-private-astro,C,UNKNOWN,1,False,False,False,"B,D",False
1,deny_all,n12,paraphrase-public-astro,D,UNKNOWN,1,True,False,False,"B,D",False
1,deny_all,n13,mixed-same-topic,"A,B",UNKNOWN,1,False,False,False,"B,D",False
1,deny_all,n14,mixed-cross-topic,"B,C",UNKNOWN,1,False,False,False,"B,D",False
1,deny_all,n15,public-combination,"B,D",UNKNOWN,1,True,False,False,"B,D",False
1,deny_all,n16,private-combination,"A,C",UNKNOWN,1,False,False,False,"B,D",False
1,deny_all,n17,deep-derivative,"A,B",UNKNOWN,1,False,False,False,"B,D",False
1,deny_all,n18,deep-public-derivative,"B,D",UNKNOWN,1,True,False,False,"B,D",False
1,deny_all,n19,unknown-neural-private,A,UNKNOWN,1,False,False,False,"B,D",False
1,deny_all,n20,unknown-neural-public,B,UNKNOWN,1,True,False,False,"B,D",False
1,deny_all,n21,unknown-astro-private,C,UNKNOWN,1,False,False,False,"B,D",False
1,deny_all,n22,unknown-astro-public,D,UNKNOWN,1,True,False,False,"B,D",False
1,deny_all,n23,unknown-ancestor,D,UNKNOWN,1,True,False,False,"B,D",False
1,deny_all,n24,unrelated-vocabulary,"A,B",UNKNOWN,1,False,False,False,"B,D",False
2,semantic_nearest,n01,pair-neural-summary,A,A,2,True,True,False,"B,D",False
2,semantic_nearest,n02,pair-neural-summary,B,A,2,False,True,False,"B,D",False
2,semantic_nearest,n03,pair-neural-title,A,A,2,True,True,False,"B,D",False
2,semantic_nearest,n04,pair-neural-title,B,A,2,False,True,False,"B,D",False
2,semantic_nearest,n05,pair-astro-summary,C,D,2,True,False,False,"B,D",False
2,semantic_nearest,n06,pair-astro-summary,D,D,2,False,False,False,"B,D",False
2,semantic_nearest,n07,pair-astro-title,C,D,2,True,False,False,"B,D",False
2,semantic_nearest,n08,pair-astro-title,D,D,2,False,False,False,"B,D",False
2,semantic_nearest,n09,paraphrase-private-neural,A,B,2,True,False,False,"B,D",False
2,semantic_nearest,n10,paraphrase-public-neural,B,B,2,False,False,False,"B,D",False
2,semantic_nearest,n11,paraphrase-private-astro,C,C,2,True,True,False,"B,D",False
2,semantic_nearest,n12,paraphrase-public-astro,D,D,2,False,False,False,"B,D",False
2,semantic_nearest,n13,mixed-same-topic,"A,B",B,2,False,False,False,"B,D",False
2,semantic_nearest,n14,mixed-cross-topic,"B,C",B,2,False,False,False,"B,D",False
2,semantic_nearest,n15,public-combination,"B,D",D,2,False,False,False,"B,D",False
2,semantic_nearest,n16,private-combination,"A,C",A,2,True,True,False,"B,D",False
2,semantic_nearest,n17,deep-derivative,"A,B",B,2,False,False,False,"B,D",False
2,semantic_nearest,n18,deep-public-derivative,"B,D",B,2,False,False,False,"B,D",False
2,semantic_nearest,n19,unknown-neural-private,A,A,2,True,True,False,"B,D",False
2,semantic_nearest,n20,unknown-neural-public,B,A,2,False,True,False,"B,D",False
2,semantic_nearest,n21,unknown-astro-private,C,C,2,True,True,False,"B,D",False
2,semantic_nearest,n22,unknown-astro-public,D,C,2,False,True,False,"B,D",False
2,semantic_nearest,n23,unknown-ancestor,D,C,2,False,True,False,"B,D",False
2,semantic_nearest,n24,unrelated-vocabulary,"A,B",D,2,False,False,False,"B,D",False
2,semantic_top_two,n01,pair-neural-summary,A,"A,B",2,True,False,False,"B,D",False
2,semantic_top_two,n02,pair-neural-summary,B,"A,B",2,False,False,False,"B,D",False
2,semantic_top_two,n03,pair-neural-title,A,"A,B",2,True,False,False,"B,D",False
2,semantic_top_two,n04,pair-neural-title,B,"A,B",2,False,False,False,"B,D",False
2,semantic_top_two,n05,pair-astro-summary,C,"C,D",2,True,False,False,"B,D",False
2,semantic_top_two,n06,pair-astro-summary,D,"C,D",2,False,False,False,"B,D",False
2,semantic_top_two,n07,pair-astro-title,C,"C,D",2,True,False,False,"B,D",False
2,semantic_top_two,n08,pair-astro-title,D,"C,D",2,False,False,False,"B,D",False
2,semantic_top_two,n09,paraphrase-private-neural,A,"A,B",2,True,False,False,"B,D",False
2,semantic_top_two,n10,paraphrase-public-neural,B,"A,B",2,False,False,False,"B,D",False
2,semantic_top_two,n11,paraphrase-private-astro,C,"C,D",2,True,False,False,"B,D",False
2,semantic_top_two,n12,paraphrase-public-astro,D,"C,D",2,False,False,False,"B,D",False
2,semantic_top_two,n13,mixed-same-topic,"A,B","A,B",2,False,False,False,"B,D",False
2,semantic_top_two,n14,mixed-cross-topic,"B,C","B,D",2,False,False,False,"B,D",False
2,semantic_top_two,n15,public-combination,"B,D","B,D",2,False,False,False,"B,D",False
2,semantic_top_two,n16,private-combination,"A,C","A,C",2,True,True,False,"B,D",False
2,semantic_top_two,n17,deep-derivative,"A,B","A,B",2,False,False,False,"B,D",False
2,semantic_top_two,n18,deep-public-derivative,"B,D","B,D",2,False,False,False,"B,D",False
2,semantic_top_two,n19,unknown-neural-private,A,"A,B",2,True,False,False,"B,D",False
2,semantic_top_two,n20,unknown-neural-public,B,"A,B",2,False,False,False,"B,D",False
2,semantic_top_two,n21,unknown-astro-private,C,"C,D",2,True,False,False,"B,D",False
2,semantic_top_two,n22,unknown-astro-public,D,"C,D",2,False,False,False,"B,D",False
2,semantic_top_two,n23,unknown-ancestor,D,"C,D",2,False,False,False,"B,D",False
2,semantic_top_two,n24,unrelated-vocabulary,"A,B","C,D",2,False,False,False,"B,D",False
2,lineage_stale,n01,pair-neural-summary,A,A,1,True,False,False,"B,D",False
2,lineage_stale,n02,pair-neural-summary,B,B,1,False,True,False,"B,D",False
2,lineage_stale,n03,pair-neural-title,A,A,1,True,False,False,"B,D",False
2,lineage_stale,n04,pair-neural-title,B,B,1,False,True,False,"B,D",False
2,lineage_stale,n05,pair-astro-summary,C,C,1,True,False,False,"B,D",False
2,lineage_stale,n06,pair-astro-summary,D,D,1,False,True,False,"B,D",False
2,lineage_stale,n07,pair-astro-title,C,C,1,True,False,False,"B,D",False
2,lineage_stale,n08,pair-astro-title,D,D,1,False,True,False,"B,D",False
2,lineage_stale,n09,paraphrase-private-neural,A,A,1,True,False,False,"B,D",False
2,lineage_stale,n10,paraphrase-public-neural,B,B,1,False,True,False,"B,D",False
2,lineage_stale,n11,paraphrase-private-astro,C,C,1,True,False,False,"B,D",False
2,lineage_stale,n12,paraphrase-public-astro,D,D,1,False,True,False,"B,D",False
2,lineage_stale,n13,mixed-same-topic,"A,B","A,B",1,False,False,False,"B,D",False
2,lineage_stale,n14,mixed-cross-topic,"B,C","B,C",1,False,False,False,"B,D",False
2,lineage_stale,n15,public-combination,"B,D","B,D",1,False,True,False,"B,D",False
2,lineage_stale,n16,private-combination,"A,C","A,C",1,True,False,False,"B,D",False
2,lineage_stale,n17,deep-derivative,"A,B","A,B",1,False,False,False,"B,D",False
2,lineage_stale,n18,deep-public-derivative,"B,D","B,D",1,False,True,False,"B,D",False
2,lineage_stale,n19,unknown-neural-private,A,UNKNOWN,1,True,False,False,"B,D",False
2,lineage_stale,n20,unknown-neural-public,B,UNKNOWN,1,False,False,False,"B,D",False
2,lineage_stale,n21,unknown-astro-private,C,UNKNOWN,1,True,False,False,"B,D",False
2,lineage_stale,n22,unknown-astro-public,D,UNKNOWN,1,False,False,False,"B,D",False
2,lineage_stale,n23,unknown-ancestor,D,UNKNOWN,1,False,False,False,"B,D",False
2,lineage_stale,n24,unrelated-vocabulary,"A,B","A,B",1,False,False,False,"B,D",False
2,lineage_current,n01,pair-neural-summary,A,A,2,True,True,False,"B,D",False
2,lineage_current,n02,pair-neural-summary,B,B,2,False,False,False,"B,D",False
2,lineage_current,n03,pair-neural-title,A,A,2,True,True,False,"B,D",False
2,lineage_current,n04,pair-neural-title,B,B,2,False,False,False,"B,D",False
2,lineage_current,n05,pair-astro-summary,C,C,2,True,True,False,"B,D",False
2,lineage_current,n06,pair-astro-summary,D,D,2,False,False,False,"B,D",False
2,lineage_current,n07,pair-astro-title,C,C,2,True,True,False,"B,D",False
2,lineage_current,n08,pair-astro-title,D,D,2,False,False,False,"B,D",False
2,lineage_current,n09,paraphrase-private-neural,A,A,2,True,True,False,"B,D",False
2,lineage_current,n10,paraphrase-public-neural,B,B,2,False,False,False,"B,D",False
2,lineage_current,n11,paraphrase-private-astro,C,C,2,True,True,False,"B,D",False
2,lineage_current,n12,paraphrase-public-astro,D,D,2,False,False,False,"B,D",False
2,lineage_current,n13,mixed-same-topic,"A,B","A,B",2,False,False,False,"B,D",False
2,lineage_current,n14,mixed-cross-topic,"B,C","B,C",2,False,False,False,"B,D",False
2,lineage_current,n15,public-combination,"B,D","B,D",2,False,False,False,"B,D",False
2,lineage_current,n16,private-combination,"A,C","A,C",2,True,True,False,"B,D",False
2,lineage_current,n17,deep-derivative,"A,B","A,B",2,False,False,False,"B,D",False
2,lineage_current,n18,deep-public-derivative,"B,D","B,D",2,False,False,False,"B,D",False
2,lineage_current,n19,unknown-neural-private,A,UNKNOWN,2,True,False,False,"B,D",False
2,lineage_current,n20,unknown-neural-public,B,UNKNOWN,2,False,False,False,"B,D",False
2,lineage_current,n21,unknown-astro-private,C,UNKNOWN,2,True,False,False,"B,D",False
2,lineage_current,n22,unknown-astro-public,D,UNKNOWN,2,False,False,False,"B,D",False
2,lineage_current,n23,unknown-ancestor,D,UNKNOWN,2,False,False,False,"B,D",False
2,lineage_current,n24,unrelated-vocabulary,"A,B","A,B",2,False,False,False,"B,D",False
2,lineage_with_clarification,n01,pair-neural-summary,A,A,2,True,True,False,"B,D",False
2,lineage_with_clarification,n02,pair-neural-summary,B,B,2,False,False,False,"B,D",False
2,lineage_with_clarification,n03,pair-neural-title,A,A,2,True,True,False,"B,D",False
2,lineage_with_clarification,n04,pair-neural-title,B,B,2,False,False,False,"B,D",False
2,lineage_with_clarification,n05,pair-astro-summary,C,C,2,True,True,False,"B,D",False
2,lineage_with_clarification,n06,pair-astro-summary,D,D,2,False,False,False,"B,D",False
2,lineage_with_clarification,n07,pair-astro-title,C,C,2,True,True,False,"B,D",False
2,lineage_with_clarification,n08,pair-astro-title,D,D,2,False,False,False,"B,D",False
2,lineage_with_clarification,n09,paraphrase-private-neural,A,A,2,True,True,False,"B,D",False
2,lineage_with_clarification,n10,paraphrase-public-neural,B,B,2,False,False,False,"B,D",False
2,lineage_with_clarification,n11,paraphrase-private-astro,C,C,2,True,True,False,"B,D",False
2,lineage_with_clarification,n12,paraphrase-public-astro,D,D,2,False,False,False,"B,D",False
2,lineage_with_clarification,n13,mixed-same-topic,"A,B","A,B",2,False,False,False,"B,D",False
2,lineage_with_clarification,n14,mixed-cross-topic,"B,C","B,C",2,False,False,False,"B,D",False
2,lineage_with_clarification,n15,public-combination,"B,D","B,D",2,False,False,False,"B,D",False
2,lineage_with_clarification,n16,private-combination,"A,C","A,C",2,True,True,False,"B,D",False
2,lineage_with_clarification,n17,deep-derivative,"A,B","A,B",2,False,False,False,"B,D",False
2,lineage_with_clarification,n18,deep-public-derivative,"B,D","B,D",2,False,False,False,"B,D",False
2,lineage_with_clarification,n19,unknown-neural-private,A,A,2,True,True,True,"B,D",False
2,lineage_with_clarification,n20,unknown-neural-public,B,B,2,False,False,True,"B,D",False
2,lineage_with_clarification,n21,unknown-astro-private,C,UNKNOWN,2,True,False,False,"B,D",False
2,lineage_with_clarification,n22,unknown-astro-public,D,UNKNOWN,2,False,False,False,"B,D",False
2,lineage_with_clarification,n23,unknown-ancestor,D,UNKNOWN,2,False,False,False,"B,D",False
2,lineage_with_clarification,n24,unrelated-vocabulary,"A,B","A,B",2,False,False,False,"B,D",False
2,deny_all,n01,pair-neural-summary,A,UNKNOWN,2,True,False,False,"B,D",False
2,deny_all,n02,pair-neural-summary,B,UNKNOWN,2,False,False,False,"B,D",False
2,deny_all,n03,pair-neural-title,A,UNKNOWN,2,True,False,False,"B,D",False
2,deny_all,n04,pair-neural-title,B,UNKNOWN,2,False,False,False,"B,D",False
2,deny_all,n05,pair-astro-summary,C,UNKNOWN,2,True,False,False,"B,D",False
2,deny_all,n06,pair-astro-summary,D,UNKNOWN,2,False,False,False,"B,D",False
2,deny_all,n07,pair-astro-title,C,UNKNOWN,2,True,False,False,"B,D",False
2,deny_all,n08,pair-astro-title,D,UNKNOWN,2,False,False,False,"B,D",False
2,deny_all,n09,paraphrase-private-neural,A,UNKNOWN,2,True,False,False,"B,D",False
2,deny_all,n10,paraphrase-public-neural,B,UNKNOWN,2,False,False,False,"B,D",False
2,deny_all,n11,paraphrase-private-astro,C,UNKNOWN,2,True,False,False,"B,D",False
2,deny_all,n12,paraphrase-public-astro,D,UNKNOWN,2,False,False,False,"B,D",False
2,deny_all,n13,mixed-same-topic,"A,B",UNKNOWN,2,False,False,False,"B,D",False
2,deny_all,n14,mixed-cross-topic,"B,C",UNKNOWN,2,False,False,False,"B,D",False
2,deny_all,n15,public-combination,"B,D",UNKNOWN,2,False,False,False,"B,D",False
2,deny_all,n16,private-combination,"A,C",UNKNOWN,2,True,False,False,"B,D",False
2,deny_all,n17,deep-derivative,"A,B",UNKNOWN,2,False,False,False,"B,D",False
2,deny_all,n18,deep-public-derivative,"B,D",UNKNOWN,2,False,False,False,"B,D",False
2,deny_all,n19,unknown-neural-private,A,UNKNOWN,2,True,False,False,"B,D",False
2,deny_all,n20,unknown-neural-public,B,UNKNOWN,2,False,False,False,"B,D",False
2,deny_all,n21,unknown-astro-private,C,UNKNOWN,2,True,False,False,"B,D",False
2,deny_all,n22,unknown-astro-public,D,UNKNOWN,2,False,False,False,"B,D",False
2,deny_all,n23,unknown-ancestor,D,UNKNOWN,2,False,False,False,"B,D",False
2,deny_all,n24,unrelated-vocabulary,"A,B",UNKNOWN,2,False,False,False,"B,D",False
